,Europeana ID,Title,Year,Duration,Composer,DateOfBirth,DateOfDeath,Biography,Publisher,Place
287,2059210/data_sounds_http___archive_org_download_bc2012_09_13_aud_flac16_bc20120913t07_mp3,The Celestials,2012,254616,Billy Corgan,1967-03-17,,"William Patrick ""Billy"" Corgan Jr. (born March 17, 1967) is an American musician, producer, lyricist, writer, and poet, best known as the frontman and sole permanent member of The Smashing Pumpkins. Formed by Corgan and guitarist James Iha in Chicago, Illinois, in 1987, the band quickly gained steam with the addition of bassist D'arcy Wretzky and drummer Jimmy Chamberlin. The band's direction has largely been driven by Corgan through his confessional lyrics, grandiose production values, and virtuosic musical interplay, notably with Chamberlin. In three years, The Smashing Pumpkins had transformed themselves into a major label success. Strong album sales and large-scale tours propelled the band's increasing fame in the 1990s, while Chamberlin's drug problems escalated until he had to be fired. The Pumpkins continued as a three-piece until Chamberlin rejoined the band in 1999, then broke up in 2000. Corgan started a new band with Chamberlin right away, called Zwan, and after their demise, he released a solo album (TheFutureEmbrace) and a collection of poetry (Blinking with Fists) before setting his sights on reforming the Smashing Pumpkins. He has also assisted Breaking Benjamin in making their album We Are Not Alone.The new version of that band, consisting of Corgan, Chamberlin, and a revolving tour lineup, released an album in 2007 and followed it with extensive touring over the next year and a half. Chamberlin left the Smashing Pumpkins in March 2009, while Corgan has continued to record and tour with a new lineup.",,
288,496/MIL0882621,The Verdi tenor : Il trovatore,2011,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Sony Music Entertainment,
289,496/MIL0876433,"L'elisir d'amore / Donizetti ; Roberta Peters, Carlo Bergonzi, Frank Guarrera, Fernando Corena ; The Metropolitan Opera Orchestra and Chorus ; Thomas Schippers [direttore",2012,30073,Gaetano Donizetti,1797-11-29,1848-04-08,"Domenico Gaetano Maria Donizetti (born 29 November 1797 – died 8 April 1848) was an Italian composer from Bergamo, Lombardy.Although Donizetti did not come from a musical background, at an early age, he was taken under the wing of composer Simon Mayr who had set up the Lezioni Caritatevoli and had enrolled him by means of a full scholarship. There he received detailed training in the arts of fugue and counterpoint, and it was from there that Mayr was instrumental in obtaining a place for the young man at the Bologna Academy. In Bologna, at the age of 19, he wrote his first one-act opera, the comedy Il Pigmalione, although it does not appear to have been performed during his lifetime.Through his life, Donizetti wrote about 70 operas, but an offer in 1822 from Domenico Barbaja, the impresario of the Teatro San Carlo in Naples, which followed the composer's ninth opera, led to his move to that city and the composition of 28 operas, the premieres of all of which were given at that house or in one of the city's smaller houses including the Teatro Nuovo or the Teatro del Fondo. This continued—with some periods of discord—until the production of Caterina Cornaro in January 1844. In all, Naples presented 51 of Donizetti's operas.During this early period, success came primarily with the comic operas, the serious ones failing to attract significant audiences. However, the situation changed with the appearance in 1830 of the opera seria, Anna Bolena which was the first to make a major impact on the Italian and international opera scene and, at the same time, to shift the balance for the composer away from success with only comedic operas. However, even after 1830, his best-known works did also include comedies such as L'elisir d'amore (1832) and Don Pasquale (1843). But significant historical dramas did appear and became successful, sometimes outside Naples before reaching that city. Most significantly, they included Lucia di Lammermoor (the first to have a libretto written by Salvadore Cammarano) in 1835, in addition to ""one of [his] most successful Neapolitan operas"", Roberto Devereux in 1837. Up to that point, all of his operas had been set to Italian libretti.However, accepting an offer from the Paris Opéra for two new operas, he moved to Paris in October 1838, and began to set his operas to French texts. These included the first, a French version of the unperformed Poliuto which became Les martyrs in April 1840. The attraction of moving to Paris was more than for receiving larger fees and prestige; Donizetti's chafing against the censorial limitations which existed in Italy resulted in much greater freedom in Paris to choose subject matter. Two new operas, written to French texts, were given in Paris. They were La fille du régiment (the first specifically composed to be performed in French), in addition to La favorite.By 1845 severe illness caused him to be moved back to Bergamo, where he died in 1848.Along with Gioachino Rossini and Vincenzo Bellini, he was a leading composer of bel canto opera during the first fifty years of the Nineteenth Century.",Sony Music Entertainment,
290,496/MIL0875136,Il Progetto Vivaldi ,2011,30073,Antonio Vivaldi,,,,Sony Music Entertainment,
291,2059210/data_sounds_http___archive_org_download_ae2007_05_17_sbd_flac16_ae2007_05_1704_mp3,notes on air,2008,280477,Alejandro Escovedo,1951-01-10,,"Alejandro Escovedo (born January 10, 1951, in San Antonio, Texas) is a Mexican American singer-songwriter.",,
292,2059210/data_sounds_http___archive_org_download_SKellogg2006_03_01_shn_SKellogg2006_03_01_03_mp3,Wagon Wheel *,2006,224731,Stephen Kellogg,1976-11-28,,"Stephen Kellogg (born November 28, 1976) is an American singer-songwriter. For more on his musical career see Stephen Kellogg and the Sixers.",,
293,496/MIL0877953,Polli d'allevamento ,2011,30073,Giorgio Gaber,1939-01-25,2003-01-01,"Giorgio Gaber, byname of Giorgio Gaberscik (25 January 1939 - 1 January 2003), was an Italian singer-songwriter, actor and playwright. He was also an accomplished guitar player and author of one of the first rock songs in Italian (""Ciao ti dirò"", 1958). Together with Sandro Luporini, he pioneered the musical genre known as teatro canzone (""song theatre"").The new underground auditorium of the Pirelli Tower in Milan is dedicated to him.",Carosello,
294,496/MIL0871819,Cavalleria rusticana ,2010,30073,Pietro Mascagni,1863-12-07,1945-08-02,"Pietro Antonio Stefano Mascagni (December 7, 1863 – August 2, 1945) was an Italian composer most noted for his operas. His 1890 masterpiece Cavalleria rusticana caused one of the greatest sensations in opera history and single-handedly ushered in the Verismo movement in Italian dramatic music. Some critics held that Mascagni, like Leoncavallo, was a ""one-opera man"" who could never repeat his first success, but L'amico Fritz and Iris have remained in the repertoire in Europe since their premieres.[citation needed] Mascagni said that at one point, Iris was performed in Italy more often than Cavalleria (cf. Stivender).Mascagni wrote fifteen operas, an operetta, several orchestral and vocal works, as well as songs and piano music. He enjoyed immense success during his lifetime, both as a composer and conductor of his own and other people's music. He created a variety of styles in his operas: a Sicilian passion and warmth of Cavalleria, the exotic flavor of Iris, the idylls of L'amico Fritz and Lodoletta, the Gallic chiaroscuro of Isabeau, the steely, Veristic power of Il piccolo Marat, the over-ripe post-romanticism of the lush Parisina, which demonstrate a versatility.",Emi Classics,
295,9200369/webclient_DeliveryManager_pid_7782383_custom_att_2_simple_viewer,"Solo cantatas for alto, for bass",2010,30049,Johann Sebastian Bach,,,,Harmonia mundi,France
296,496/MIL0872832,4: Music for cinema ,2008,30073,Ennio Morricone,,,,GDM,
297,9200369/webclient_DeliveryManager_pid_8382143_custom_att_2_simple_viewer,CD 4: Apollon musagète ; Agon ; Jeu de cartes,2011,33358,Igor Stravinsky,,,,Sony Classical,
298,2059210/data_sounds_http___archive_org_download_gds2009_05_08__flac16_gds2009_05_08t01_mp3,Country Love,2009,189388,The Gourds,,,"The Gourds are an American alternative country band that formed in Austin, Texas, during the summer of 1994. After playing together for 19 consecutive years, the band went on hiatus in 2013.",,
299,496/MOD1558281,Il tempo di un giorno,2008,30073,Cesare Picco,,,,Edel,
300,2059210/data_sounds_http___archive_org_download_mj2007_02_23_shnf_mj_2007_02_23t03_mp3,Be Here Now,2010,225202,Mason Jennings,1975-03-19,,"Mason Jennings (born March 19, 1975 in Honolulu, Hawaii) is an American pop-folk singer-songwriter. He is well known for his simple yet catchy melodies, intimate lyrics, literary and historical themes, and distinctive voice. His music has appeared in the surf film Shelter and he has toured extensively.",,Russia
301,446/LO11483931,Eden Roc / Ludovico Einaud,2010,30073,Ludovico Einaudi,1955-11-23,,"Ludovico Einaudi OMRI  (born 23 November 1955) is an Italian pianist and composer. After training at the Conservatorio Verdi in Milan and under composer Luciano Berio in the early 1980s, Einaudi started his career as a classical composer and soon began incorporating other styles and genres, including pop, rock, world music, and folk music.Einaudi composed the scores for a number of films and trailers, including The Intouchables, I'm Still Here, Doctor Zhivago, and Acquario in 1996, for which he won the Grolla d'oro for best soundtrack. He has also released a number of solo albums of piano and orchestra, notably I Giorni in 2001, Nightbook in 2009, and In a Time Lapse in 2013.",Sony Music Entertainment,
302,9200369/webclient_DeliveryManager_pid_7777823_custom_att_2_simple_viewer,Le nozze di Figaro,2008,56216,Wolfgang Amadeus Mozart,1756-01-27,1791-12-05,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791), baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical era.Mozart showed prodigious ability from his earliest childhood. Already competent on keyboard and violin, he composed from the age of five and performed before European royalty. At 17, he was engaged as a court musician in Salzburg, but grew restless and travelled in search of a better position, always composing abundantly. While visiting Vienna in 1781, he was dismissed from his Salzburg position. He chose to stay in the capital, where he achieved fame but little financial security. During his final years in Vienna, he composed many of his best-known symphonies, concertos, and operas, and portions of the Requiem, which was largely unfinished at the time of his death. The circumstances of his early death have been much mythologized. He was survived by his wife Constanze and two sons.He composed over 600 works, many acknowledged as pinnacles of symphonic, concertante, chamber, operatic, and choral music. He is among the most enduringly popular of classical composers, and his influence on subsequent Western art music is profound; Beethoven composed his own early works in the shadow of Mozart, and Joseph Haydn wrote that ""posterity will not see such a talent again in 100 years.""",Telarc,
303,9200369/webclient_DeliveryManager_pid_8403791_custom_att_2_simple_viewer,CD 4: Piano concertos nos. 11 & 12,2012,30049,Wolfgang Amadeus Mozart,1756-01-27,1791-12-05,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791), baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical era.Mozart showed prodigious ability from his earliest childhood. Already competent on keyboard and violin, he composed from the age of five and performed before European royalty. At 17, he was engaged as a court musician in Salzburg, but grew restless and travelled in search of a better position, always composing abundantly. While visiting Vienna in 1781, he was dismissed from his Salzburg position. He chose to stay in the capital, where he achieved fame but little financial security. During his final years in Vienna, he composed many of his best-known symphonies, concertos, and operas, and portions of the Requiem, which was largely unfinished at the time of his death. The circumstances of his early death have been much mythologized. He was survived by his wife Constanze and two sons.He composed over 600 works, many acknowledged as pinnacles of symphonic, concertante, chamber, operatic, and choral music. He is among the most enduringly popular of classical composers, and his influence on subsequent Western art music is profound; Beethoven composed his own early works in the shadow of Mozart, and Joseph Haydn wrote that ""posterity will not see such a talent again in 100 years.""",Sony Music Entertainment,
304,496/MIL0874403,Anima nuda,1993,30073,Fausto Leali,1944-10-29,,"Fausto Leali (born 29 October 1944, Nuvolento, Brescia, Italy) is an Italian singer, famous for his rough and aggressive voice, in sharp contrast with Italian melody conventions. Due to his voice, he is nicknamed ""The black white"" (""Negro bianco"").",Steamroller,
305,9200369/webclient_DeliveryManager_pid_8363748_custom_att_2_simple_viewer,Vespers the complete 1610 publication : including the six-part Magnificat and Missa in illo tempore,2006,66586,Claudio Monteverdi,1567-05-15,1643-11-29,"Claudio Giovanni Antonio Monteverdi (15 May 1567 (baptized) – 29 November 1643) was an Italian composer, gambist, singer and Roman Catholic priest.Monteverdi's work, often regarded as revolutionary, marked the transition from the Renaissance style of music to that of the Baroque period. He developed two individual styles of composition – the heritage of Renaissance polyphony and the new basso continuo technique of the Baroque. Monteverdi wrote one of the earliest operas, L'Orfeo, an innovative work that is the earliest surviving opera that is still regularly performed. He was recognized as an innovative composer and enjoyed considerable fame in his lifetime.",Hyperion,City of London
306,496/MIL0879590,Luisa Miller ,2012,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Warner Music ,
307,496/MIL0870885,Spirito,2010,30073,Litfiba,,,,TEG,
308,9200369/webclient_DeliveryManager_pid_8402187_custom_att_2_simple_viewer,Concierto de Aranjuez ; Concierto madrigal para dos guitarras y orquesta,1992,161001,Joaquín Rodrigo,,,,Deutsche Grammophon,Berlin
309,446/MIL0876471,5: La Bohème ,2000,30073,Giacomo Puccini,1858-12-22,1924-11-29,"Giacomo Puccini (22 December 1858 – 29 November 1924) was an Italian composer whose operas are among the important operas played as standards.Puccini has been called ""the greatest composer of Italian opera after Verdi"". While his early work was rooted in traditional late-19th-century romantic Italian opera, he successfully developed his work in the realistic verismo style, of which he became one of the leading exponents.",Sugar,
310,446/UBO2823838,Taranta power ,2003,30073,Eugenio Bennato,1948-03-16,,"Eugenio Bennato (born March 16, 1948) is an Italian folk musician and songwriter. He is the brother of the musician Edoardo Bennato.",Rai Trade,
311,2059210/data_sounds_http___archive_org_download_bushwalla2013_10_12_show2_flac16_bushwalla2013_10_12d02t17_mp3,The Poet Painter William Blake,2013,193515,Bushwalla,,,"Billy ""Bushwalla"" Galewood is an American singer, songwriter and rapper from Cleveland, Ohio.At the age of nine, Bushwalla entered a youth theater group called ""Kids on Broadway"". Ten years later Billy migrated to New York City, where he studied musical theater at the American Musical and Dramatic Academy. There he met Jason Mraz at a party and they subsequently became roommates. After years of honing their own musicianship, the two then moved from New York to Mraz's native Virginia, then California where they performed together as often as they could. Among their collaborations is ""Curbside Prophet"", a track from Mraz's album Waiting for My Rocket to Come.Bushwalla eventually ended up in California where he continued to hone his eclectic acoustic/hip-hop sound. Known for his freestyle skills on the microphone, Bushwalla has toured extensively throughout the U.S., independently releasing his album Ghetto Blaster, which features the likes of Spooner Oldham, Speechwriters LLC, and Jason Mraz’s rhythm section. Bushwalla's shows blend hip-hop, acoustic rock, funk, improvisation and comedy. His performances also incorporate circus tricks such as hula hooping, fire breathing, face balancing, juggling and balloon art.Throughout 2006, Bushwalla and his band had a regular gig every Sunday at Twiggs Coffeehouse in San Diego. These Sunday shows quickly garnered cult-status, as Bushwalla always had special guests with him on stage, including Jason Mraz, Dawn Mitschele, Aaron Leibowitz, Keith Benton, Ainslie Henderson, Jessie Payo, Carlos Olmeda, Toca Rivera, and many more.In 2006, Bushwalla traveled around the country to people's houses for private Living Room Concerts (LRCs). Bushwalla formed the 1-2-3 Band with around 10 of his closest friends. Their live performances were dynamic, very spontaneous and extremely humorous. Jason Mraz was an unofficial member of the band, and often joined them on stage. In April 2008, Bushwalla was part of the Music, Magic, Make Peace Tour with headliner Jason Mraz, The Makepeace Brothers and magician Justin Willman. He subsequently toured with Jason Mraz in 2009 playing for thousands of people.Autodidactical Freestyle and Radical and the Old Street Ep were released in 2007 and 2008. The Man Who Invented the Sky was released in summer 2010.Bushwalla tours constantly throughout the US, Europe, Australia and Asia.",,Utrecht
312,496/MIL0883133,Cello concertos nos. 1 & 2,2011,30073,Nino Rota,1911-12-03,1979-04-10,"Giovanni ""Nino"" Rota (3 December 1911 – 10 April 1979) was an Italian composer, pianist, conductor and academic who is best known for his film scores, notably for the films of Federico Fellini and Luchino Visconti. He also composed the music for two of Franco Zeffirelli's Shakespeare films, and for the first two films of Francis Ford Coppola's Godfather trilogy, receiving the Academy Award for Best Original Score for The Godfather Part II (1974). During his long career Rota was an extraordinarily prolific composer, especially of music for the cinema. He wrote more than 150 scores for Italian and international productions from the 1930s until his death in 1979—an average of three scores each year over a 46-year period, and in his most productive period from the late 1940s to the mid-1950s he wrote as many as ten scores every year, and sometimes more, with a remarkable thirteen film scores to his credit in 1954. Alongside this great body of film work, he composed ten operas, five ballets and dozens of other orchestral, choral and chamber works, the best known being his string concerto. He also composed the music for many theatre productions by Visconti, Zeffirelli and Eduardo De Filippo as well as maintaining a long teaching career at the Liceo Musicale in Bari, Italy, where he was the director for almost 30 years.",Sony Music Entertainment,
313,9200369/webclient_DeliveryManager_pid_8380430_custom_att_2_simple_viewer,Chichester psalms ; Symphonies nos. 1 & 2,1999,30049,Leonard Bernstein,1918-08-25,1990-10-14,"Leonard Bernstein (August 25, 1918 – October 14, 1990) was an American composer, conductor, author, music lecturer, and pianist. He was among the first conductors born and educated in the United States of America to receive worldwide acclaim. According to Donal Henahan, he was ""one of the most prodigiously talented and successful musicians in American history.""His fame derived from his long tenure as the music director of the New York Philharmonic, from his conducting of concerts with most of the world's leading orchestras, and from his music for West Side Story, as well as Peter Pan, Candide, Wonderful Town, On the Town and his own Mass.Bernstein was also the first conductor to give numerous television lectures on classical music, starting in 1954 and continuing until his death. He was a skilled pianist, often conducting piano concertos from the keyboard.As a composer he wrote in many styles encompassing symphonic and orchestral music, ballet, film and theatre music, choral works, opera, chamber music and pieces for the piano. Many of his works are regularly performed around the world, although none has matched the tremendous popular and commercial success of West Side Story. He is widely considered to be one of the greatest conductors of the 20th century.",Deutsche Grammophon,Berlin
314,9200369/webclient_DeliveryManager_pid_8410222_custom_att_2_simple_viewer,The symphonies,1996,30049,FranzJoseph Haydn,,,,,
315,446/MIL0865492,Vasco,2009,30073,Vasco Rossi,1952-02-07,,"Vasco Rossi (born 7 February 1952), also known as Vasco or with the nickname Il Blasco, is an Italian singer-songwriter. During his career, he has published 26 albums (not including unofficial releases) and has written over 250 songs, as well as lyrics for other artists. He calls himself a ""provoca(u)tore"" (an Italian portmanteau for ""provoking author"") as throughout his career he has been regularly criticized over his choice of lifestyle and the lyrics in his songs.",Emi Classics,
316,2059210/data_sounds_http___archive_org_download_mickthomas2010_01_01_zoomh2_flac16_mickthomas2010_01_01t15_mp3,Can I Sleep On Your Floor,2012,191007,Mick Thomas,1960-02-07,,"Michael James Thomas (born 7 February 1960, Yallourn) is an Australian singer-songwriter, producer and guitarist. Thomas was the founding mainstay of a folk rock group, Weddings Parties Anything (1984–1998), and leader of Mick Thomas and the Sure Thing. He has also released material as a solo artist.",,Australia
317,2059210/data_sounds_http___archive_org_download_midnites1982_11_27_sbd_streeter_miller_113053_flac16_BobbyAndTheMidnites1982_11_27d1t07_mp3,Little Junkie Girl,2011,268643,Bob Weir,1947-10-16,,"Robert Hall ""Bob"" Weir (WEER born October 16, 1947) is an American singer, songwriter, and guitarist, most recognized as a founding member of the Grateful Dead. After the Grateful Dead disbanded in 1995, Weir performed with The Other Ones, later known as The Dead, together with other former members of the Grateful Dead. Weir also founded and played in several other bands during and after his career with the Grateful Dead, including Kingfish, the Bob Weir Band, Bobby and the Midnites, Scaring the Children, RatDog, and Furthur, co-led by former Grateful Dead bassist Phil Lesh.During his career with the Grateful Dead, Weir played mostly rhythm guitar and sang many of the band's rock-n-roll tunes. As a guitarist, he is known for his unique style of complex voiceleading, bringing unusual depth and a new approach to the role of rhythm guitar expression.[citation needed]",,Jamaica
318,9200369/webclient_DeliveryManager_pid_7651709_custom_att_2_simple_viewer,Boris Godunov,2009,198296,Modest Petrovič Musorgskij,,,,Sony Music Entertainment,
319,496/MIL0875831,Don Carlo,2011,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Sony Music Entertainment,
320,2059210/data_sounds_http___archive_org_download_bt2007_12_04_flac16_bt2007_12_04t15_mp3,Hook,2008,134296,Blues Traveler,,,"Blues Traveler is a rock band, formed in Princeton, New Jersey in 1987. The band's music covers a variety of genres, including blues rock, psychedelic rock, folk rock, soul, and Southern rock. They are known for extensive use of segues in their live performances, and were considered a key part of the re-emerging jam band scene of the 1990s, spearheading the H.O.R.D.E. touring music festival.Currently, the group comprises singer and harmonica player John Popper, guitarist Chan Kinchla, drummer Brendan Hill, bassist Tad Kinchla and keyboardist Ben Wilson. Tad Kinchla and Ben Wilson joined the band following the death of original bassist Bobby Sheehan in 1999.While Blues Traveler is best known among fans for their improvisational live shows, the general public is most familiar with the group from their Top 40 singles ""Run-Around"" and ""Hook"". They gained mainstream popularity after their fourth studio album four, released in 1994. Sheehan's death and Popper's struggle with obesity put a damper on the group's success, and A&M dropped the band in 2002. However, the band took this transition period as an opportunity to start in new directions musically, going largely independent and releasing on smaller experimental labels.In March 2012, Blues Traveler released a double-disc compilation entitled 25 on Hip-O Records; the album commemorates the band's silver anniversary and includes their hit singles, new covers, and previously unreleased b-side material. Blues Traveler's most recent studio album Suzie Cracks the Whip, was released in 2012.",,
321,9200369/webclient_DeliveryManager_pid_8372365_custom_att_2_simple_viewer,Cello suites,2010,30049,Johann Sebastian Bach,,,,Hyperion,City of London
322,496/LO11404963,It.pop ,1999,30073,Alex Britti,1968-08-23,,"Alessandro ""Alex"" Britti (born 23 August 1968) is an Italian singer-songwriter and guitarist.",Universal Music,
323,446/MIL0881654,La Bohème ,2011,30073,Giacomo Puccini,1858-12-22,1924-11-29,"Giacomo Puccini (22 December 1858 – 29 November 1924) was an Italian composer whose operas are among the important operas played as standards.Puccini has been called ""the greatest composer of Italian opera after Verdi"". While his early work was rooted in traditional late-19th-century romantic Italian opera, he successfully developed his work in the realistic verismo style, of which he became one of the leading exponents.",Sony Music Entertainment,
324,496/MIL0863964,The real me / Michelle Lil,2009,30073,Michelle Lily,,,,Edel,
325,446/MIL0877256,Io te vurria vasà,2010,30073,Peppino DiCapri,,,,Music Market,
326,2059210/data_sounds_http___archive_org_download_gd2012_12_15_gd_2012_12_15t03_mp3,O Holy Night,2015,217051,Gavin DeGraw,1977-02-04,,"Gavin Shane DeGraw (born February 4, 1977) is an American musician and singer-songwriter. He is known for his songs ""Chariot"", ""Follow Through"", ""I Don't Want to Be"" (which is the theme song for the television drama series One Tree Hill), ""In Love with a Girl"", ""Not Over You"", ""Soldier"", ""Sweeter"", and ""Best I Ever Had"". DeGraw has sold more than a million records in the US.",,Russia
327,496/CAG1994433,Il Cantaeballa : canzoni salva mamma dal mattino alla nanna,2011,30073,Giovanni Caviezel,,,,Edel,
328,446/LO11340662,I moralisti ,2010,19702,Amor Fou,,,,Emi Classics,
329,2059210/data_sounds_http___archive_org_download_bc2005_06_30_flac16_bc2005_06_30t09_mp3,Pretty Pretty Star,2011,223425,Billy Corgan,1967-03-17,,"William Patrick ""Billy"" Corgan Jr. (born March 17, 1967) is an American musician, producer, lyricist, writer, and poet, best known as the frontman and sole permanent member of The Smashing Pumpkins. Formed by Corgan and guitarist James Iha in Chicago, Illinois, in 1987, the band quickly gained steam with the addition of bassist D'arcy Wretzky and drummer Jimmy Chamberlin. The band's direction has largely been driven by Corgan through his confessional lyrics, grandiose production values, and virtuosic musical interplay, notably with Chamberlin. In three years, The Smashing Pumpkins had transformed themselves into a major label success. Strong album sales and large-scale tours propelled the band's increasing fame in the 1990s, while Chamberlin's drug problems escalated until he had to be fired. The Pumpkins continued as a three-piece until Chamberlin rejoined the band in 1999, then broke up in 2000. Corgan started a new band with Chamberlin right away, called Zwan, and after their demise, he released a solo album (TheFutureEmbrace) and a collection of poetry (Blinking with Fists) before setting his sights on reforming the Smashing Pumpkins. He has also assisted Breaking Benjamin in making their album We Are Not Alone.The new version of that band, consisting of Corgan, Chamberlin, and a revolving tour lineup, released an album in 2007 and followed it with extensive touring over the next year and a half. Chamberlin left the Smashing Pumpkins in March 2009, while Corgan has continued to record and tour with a new lineup.",,Britain
330,496/MIL0865474,Klavierbearbeitungen Bach'scher Werke ,1993,30073,JohannSebastian Bach,,,,Berlin Classics,
331,446/MIL0881913,Litfiba,2011,30073,Litfiba,,,,Warner Music ,
332,446/MIL0877060,Ma mi,2010,30073,Ornella Vanoni,1934-09-22,,"Ornella Vanoni, OMRI (born 22 September 1934 in Milan) is one of the most credited pop singers of Italy. She is known for her sophisticated pop style.",Music Market,
333,2059210/data_sounds_http___archive_org_download_gdegraw2004_05_30_shnf_gdegraw2004_05_30t03_mp3,Crush,2004,226273,Gavin DeGraw,1977-02-04,,"Gavin Shane DeGraw (born February 4, 1977) is an American musician and singer-songwriter. He is known for his songs ""Chariot"", ""Follow Through"", ""I Don't Want to Be"" (which is the theme song for the television drama series One Tree Hill), ""In Love with a Girl"", ""Not Over You"", ""Soldier"", ""Sweeter"", and ""Best I Ever Had"". DeGraw has sold more than a million records in the US.",,
334,9200369/webclient_DeliveryManager_pid_8403379_custom_att_2_simple_viewer,Adagio for strings ; Violin concerto ; Orchestral & chamber works,2005,159216,Samuel Barber,1910-03-09,1981-01-23,"Samuel Osmond Barber II (March 9, 1910 – January 23, 1981) was an American composer of orchestral, opera, choral, and piano music. He is one of the most celebrated composers of the 20th century: music critic Donal Henahan stated that ""Probably no other American composer has ever enjoyed such early, such persistent and such long-lasting acclaim."" His Adagio for Strings (1936) has earned a permanent place in the concert repertory of orchestras. He was awarded the Pulitzer Prize for Music twice: for his opera Vanessa (1956–57) and for the Concerto for Piano and Orchestra (1962). Also widely performed is his Knoxville: Summer of 1915 (1947), a setting for soprano and orchestra of a prose text by James Agee. At the time of his death, nearly all of his compositions had been recorded.",Emi Classics,City of London
335,496/MIL0870128,Pavarotti : the ultimate collection ,2007,30073,Luciano Pavarotti,,,,Decca Classics,
336,446/RAV1929834,Per niente stanca ,2010,30073,Carmen Consoli,1974-09-04,,"Carmen Consoli (born September 4, 1974 in Catania) is an Italian singer-songwriter. She has released 7 studio albums and 2 live albums.",Universal Music ,
